attendance,cgpa,arrear_count,fees_paid,disciplinary_issues,year,semester,dropout,low_attendance,low_cgpa,high_arrears,financial_risk,behavior_risk
90,8.08,5,1,0,1,7,1,0,0,1,0,0
83,7.41,5,0,0,2,4,1,0,0,1,1,0
57,4.41,1,0,0,2,2,1,1,1,0,1,0
45,3.47,7,1,0,1,8,1,1,1,1,0,0
57,8.05,7,0,1,4,6,1,1,0,1,1,1
58,5.79,5,1,0,2,5,1,1,0,1,0,0
61,3.81,6,1,1,1,1,1,0,1,1,0,1
76,6.93,0,0,0,1,6,1,0,0,0,1,0
71,2.32,0,1,0,1,7,1,0,1,0,0,0
95,4.61,4,1,1,3,1,1,0,1,1,0,1
80,5.75,7,1,1,4,4,1,0,0,1,0,1
98,3.18,3,1,0,1,6,1,0,1,0,0,0
42,9.88,0,1,0,1,1,1,1,0,0,0,0
67,3.67,4,1,0,1,6,1,0,1,1,0,0
49,3.04,2,1,0,2,3,1,1,1,0,0,0
90,3.63,3,1,0,1,6,1,0,1,0,0,0
74,8.15,7,0,0,3,5,1,0,0,1,1,0
68,5.4,0,0,0,3,6,1,0,0,0,1,0
93,6.52,6,0,0,4,1,1,0,0,1,1,0
54,2.17,2,1,0,1,5,1,1,1,0,0,0
72,2.28,4,0,0,1,1,1,0,1,1,1,0
46,5.57,0,1,0,1,8,1,1,0,0,0,0
51,8.53,7,1,0,3,7,1,1,0,1,0,0
88,9.08,0,0,0,2,7,1,0,0,0,1,0
69,2.69,5,1,0,2,2,1,0,1,1,0,0
60,6.31,2,1,0,1,2,0,0,0,0,0,0
70,9.31,0,0,0,2,5,1,0,0,0,1,0
97,5.1,1,1,0,4,7,0,0,0,0,0,0
63,8.64,6,1,0,3,2,0,0,0,1,0,0
59,3.07,5,1,0,1,2,1,1,1,1,0,0
76,9.48,5,0,0,2,3,1,0,0,1,1,0
43,8.01,0,1,0,1,1,1,1,0,0,0,0
67,9.53,6,1,1,1,2,1,0,0,1,0,1
83,7.41,5,1,0,3,5,1,0,0,1,0,0
59,4.91,3,0,1,3,3,0,1,1,0,1,1
99,9.51,2,1,0,2,7,0,0,0,0,0,0
63,4.2,3,1,0,3,2,1,0,1,0,0,0
89,4.66,4,1,0,4,6,1,0,1,1,0,0
88,7.61,3,1,0,1,7,0,0,0,0,0,0
90,8.12,6,1,1,3,5,1,0,0,1,0,1
71,9.44,1,1,0,2,1,0,0,0,0,0,0
80,3.64,5,1,0,2,8,1,0,1,1,0,0
75,8.38,6,1,0,2,7,1,0,0,1,0,0
97,7.91,5,0,0,4,6,1,0,0,1,1,0
92,2.51,7,1,0,3,7,1,0,1,1,0,0
73,5.1,1,1,0,3,2,0,0,0,0,0,0
75,4.26,5,0,1,4,5,0,0,1,1,1,1
41,4.44,3,1,0,3,6,1,1,1,0,0,0
54,9.86,7,0,0,3,8,1,1,0,1,1,0
73,7.14,7,1,0,3,5,1,0,0,1,0,0
75,7.74,4,1,0,4,4,1,0,0,1,0,0
45,9.81,7,0,0,4,7,0,1,0,1,1,0
78,5.02,7,1,1,2,6,1,0,0,1,0,1
81,8.41,0,0,0,4,5,1,0,0,0,1,0
90,5.48,1,1,0,4,6,0,0,0,0,0,0
90,8.96,3,1,1,2,4,1,0,0,0,0,1
97,3.45,6,1,0,4,1,1,0,1,1,0,0
93,9.58,3,0,0,3,8,1,0,0,0,1,0
51,3.75,3,0,0,1,1,1,1,1,0,1,0
42,4.61,0,1,1,2,7,1,1,1,0,0,1
84,8.05,2,1,0,1,3,0,0,0,0,0,0
57,5.15,5,0,0,1,6,1,1,0,1,1,0
79,6.87,5,0,0,2,4,0,0,0,1,1,0
60,5.56,6,0,0,1,8,1,0,0,1,1,0
54,7.94,7,1,0,1,5,0,1,0,1,0,0
72,3.83,4,1,0,2,3,1,0,1,1,0,0
74,2.47,6,0,0,2,6,1,0,1,1,1,0
65,4.4,2,1,1,3,3,0,0,1,0,0,1
47,5.79,5,0,0,2,8,1,1,0,1,1,0
75,3.34,4,1,0,4,6,1,0,1,1,0,0
87,4.84,6,1,0,1,7,1,0,1,1,0,0
69,5.2,4,1,0,2,7,1,0,0,1,0,0
62,2.46,3,1,1,3,1,0,0,1,0,0,1
81,6.67,1,1,0,2,5,0,0,0,0,0,0
83,9.07,3,1,0,1,4,0,0,0,0,0,0
53,3.21,0,1,0,2,7,1,1,1,0,0,0
53,6.78,7,1,0,1,1,0,1,0,1,0,0
41,7.32,5,0,0,2,3,1,1,0,1,1,0
94,5.35,4,1,0,3,2,1,0,0,1,0,0
76,7.61,6,1,0,4,7,1,0,0,1,0,0
44,5.29,7,0,0,3,3,0,1,0,1,1,0
77,6.04,1,0,0,2,8,0,0,0,0,1,0
84,2.06,6,1,0,1,2,1,0,1,1,0,0
80,7.53,5,0,0,3,6,1,0,0,1,1,0
93,7.29,4,1,0,4,1,1,0,0,1,0,0
99,2.31,4,1,0,4,6,1,0,1,1,0,0
86,4.95,3,1,0,1,4,1,0,1,0,0,0
53,9.83,1,1,0,2,5,1,1,0,0,0,0
95,5.37,1,1,0,3,7,0,0,0,0,0,0
78,6.02,5,1,0,3,2,1,0,0,1,0,0
64,9.28,4,0,0,1,7,1,0,0,1,1,0
59,7.74,7,1,0,3,5,1,1,0,1,0,0
41,6.66,1,0,0,1,6,1,1,0,0,1,0
78,8.38,1,0,1,1,1,1,0,0,0,1,1
45,8.91,6,1,0,2,1,1,1,0,1,0,0
56,5.66,5,0,0,1,6,1,1,0,1,1,0
98,5.8,3,1,0,3,6,0,0,0,0,0,0
64,5.09,6,0,0,1,1,1,0,0,1,1,0
96,9.73,6,0,0,3,4,1,0,0,1,1,0
67,7.58,2,0,0,1,2,1,0,0,0,1,0
41,2.67,0,0,0,2,5,1,1,1,0,1,0
74,8.9,2,1,0,2,3,0,0,0,0,0,0
76,5.84,1,1,0,1,7,0,0,0,0,0,0
44,2.55,4,1,0,1,6,1,1,1,1,0,0
40,6.4,0,1,0,1,6,0,1,0,0,0,0
79,5.34,0,0,0,2,7,1,0,0,0,1,0
51,9.02,4,1,0,4,1,1,1,0,1,0,0
95,3.63,0,0,0,1,5,1,0,1,0,1,0
75,8.61,4,1,0,4,5,1,0,0,1,0,0
84,6.46,0,1,0,1,4,0,0,0,0,0,0
62,2.44,6,1,0,3,2,1,0,1,1,0,0
86,9.77,7,1,0,2,4,1,0,0,1,0,0
70,6.1,5,1,0,4,8,1,0,0,1,0,0
50,4.33,5,1,0,4,4,1,1,1,1,0,0
49,5.76,2,1,0,2,8,1,1,0,0,0,0
42,8.86,6,0,0,4,5,1,1,0,1,1,0
93,4.44,0,1,0,1,2,1,0,1,0,0,0
53,3.54,3,1,0,4,2,1,1,1,0,0,0
55,3.03,4,1,0,1,8,1,1,1,1,0,0
49,4.38,6,0,0,4,2,0,1,1,1,1,0
68,8.24,0,1,0,3,7,0,0,0,0,0,0
49,5.77,5,1,1,4,1,1,1,0,1,0,1
51,3.82,5,1,0,4,2,0,1,1,1,0,0
69,3.33,4,0,0,1,5,1,0,1,1,1,0
80,4.66,3,1,0,2,7,0,0,1,0,0,0
40,9.52,0,1,0,3,1,1,1,0,0,0,0
44,4.74,0,1,0,2,3,1,1,1,0,0,0
59,9.9,3,1,0,1,8,0,1,0,0,0,0
47,5.88,3,1,0,3,6,1,1,0,0,0,0
82,3.43,3,0,0,4,4,0,0,1,0,1,0
51,9.13,5,0,0,2,2,1,1,0,1,1,0
40,5.68,4,1,0,2,8,1,1,0,1,0,0
96,7.68,6,1,0,2,3,1,0,0,1,0,0
93,9.87,7,0,0,4,2,1,0,0,1,1,0
59,2.4,3,1,0,1,4,1,1,1,0,0,0
67,2.77,4,1,0,4,5,1,0,1,1,0,0
96,7.76,2,1,0,4,5,0,0,0,0,0,0
82,4.25,0,0,1,1,4,1,0,1,0,1,1
76,3.47,0,0,0,1,3,1,0,1,0,1,0
86,2.31,7,1,0,4,8,1,0,1,1,0,0
76,2.17,7,1,0,1,1,1,0,1,1,0,0
51,8.2,1,1,1,2,6,1,1,0,0,0,1
76,3.08,2,1,0,3,6,1,0,1,0,0,0
88,5.74,6,1,0,1,8,1,0,0,1,0,0
88,6.85,7,1,0,3,6,0,0,0,1,0,0
95,5.43,3,1,0,2,1,0,0,0,0,0,0
83,2.22,3,1,0,1,2,1,0,1,0,0,0
95,8.27,6,1,1,4,8,1,0,0,1,0,1
67,2.08,5,0,1,4,4,1,0,1,1,1,1
86,8.1,2,1,0,2,4,0,0,0,0,0,0
54,9.15,3,0,0,1,1,0,1,0,0,1,0
45,5.46,7,1,1,4,3,1,1,0,1,0,1
83,6.28,1,1,0,1,6,0,0,0,0,0,0
98,5.82,4,0,0,3,8,1,0,0,1,1,0
59,5.11,0,1,0,4,7,1,1,0,0,0,0
89,9.1,2,1,0,2,4,0,0,0,0,0,0
53,9.15,0,1,0,4,8,1,1,0,0,0,0
41,4.69,4,0,1,2,5,1,1,1,1,1,1
48,6.92,2,1,0,2,5,1,1,0,0,0,0
76,9.42,7,0,0,3,7,1,0,0,1,1,0
59,9.7,4,0,0,3,4,1,1,0,1,1,0
65,6.07,3,0,0,2,6,1,0,0,0,1,0
68,5.62,6,0,0,4,6,0,0,0,1,1,0
40,4.23,3,1,0,2,6,1,1,1,0,0,0
94,9.67,7,1,0,1,3,1,0,0,1,0,0
74,3.14,6,1,0,1,5,1,0,1,1,0,0
45,6.64,3,1,0,4,3,1,1,0,0,0,0
76,4.26,4,0,0,4,1,1,0,1,1,1,0
92,4.23,4,1,0,3,2,1,0,1,1,0,0
98,5.24,4,0,0,1,6,1,0,0,1,1,0
44,9.99,0,1,0,2,1,1,1,0,0,0,0
72,2.44,7,1,0,2,2,0,0,1,1,0,0
88,6.63,4,0,0,1,7,1,0,0,1,1,0
90,2.66,3,1,0,1,5,1,0,1,0,0,0
53,3.24,1,0,0,3,2,1,1,1,0,1,0
51,5.52,7,1,0,1,8,1,1,0,1,0,0
81,6.08,4,0,0,3,2,1,0,0,1,1,0
59,4.07,1,1,0,4,4,1,1,1,0,0,0
92,4.53,6,0,0,4,2,1,0,1,1,1,0
89,2.7,3,1,0,1,4,1,0,1,0,0,0
63,4.43,4,1,0,1,2,1,0,1,1,0,0
98,9.73,0,1,0,1,4,0,0,0,0,0,0
82,9.56,0,1,0,1,5,0,0,0,0,0,0
73,4.68,6,1,0,2,5,1,0,1,1,0,0
64,6.57,1,1,0,2,8,0,0,0,0,0,0
89,9.28,5,0,0,4,2,1,0,0,1,1,0
68,2.05,0,0,0,2,7,1,0,1,0,1,0
96,8.49,7,1,1,1,7,1,0,0,1,0,1
78,9.59,0,1,0,3,3,0,0,0,0,0,0
70,2.73,0,1,1,4,7,1,0,1,0,0,1
95,3.29,3,0,0,1,8,1,0,1,0,1,0
86,9.69,0,1,1,2,5,1,0,0,0,0,1
82,6.3,2,0,0,3,1,1,0,0,0,1,0
89,2.11,4,1,0,3,7,1,0,1,1,0,0
62,4.06,6,1,0,2,1,1,0,1,1,0,0
83,5.6,0,0,0,1,4,0,0,0,0,1,0
77,7.54,5,1,0,3,3,1,0,0,1,0,0
59,7.87,7,0,0,3,8,1,1,0,1,1,0
62,9.96,5,1,1,2,8,1,0,0,1,0,1
84,4.3,0,1,0,3,6,1,0,1,0,0,0
91,6.31,0,1,0,3,4,1,0,0,0,0,0
55,6.27,2,1,0,3,2,1,1,0,0,0,0
89,5.25,0,0,1,4,7,1,0,0,0,1,1
81,3.35,0,1,0,1,8,0,0,1,0,0,0
99,9.82,4,1,0,1,5,1,0,0,1,0,0
94,8.83,5,1,0,2,3,1,0,0,1,0,0
47,5.99,2,0,0,1,4,1,1,0,0,1,0
89,6.83,5,1,1,3,4,1,0,0,1,0,1
60,3.82,2,1,0,1,1,1,0,1,0,0,0
40,6.35,5,1,0,4,2,1,1,0,1,0,0
94,7.56,0,1,0,3,4,1,0,0,0,0,0
47,6.12,5,1,0,3,8,1,1,0,1,0,0
68,9.92,5,1,0,4,1,1,0,0,1,0,0
71,6.89,2,1,0,4,3,0,0,0,0,0,0
77,4.97,6,0,0,1,4,1,0,1,1,1,0
44,8.18,1,1,0,1,6,1,1,0,0,0,0
86,3.36,2,1,0,1,6,1,0,1,0,0,0
61,5.08,2,1,0,4,1,0,0,0,0,0,0
86,4.78,2,1,1,1,6,1,0,1,0,0,1
73,5.45,3,1,1,2,8,1,0,0,0,0,1
40,8.25,6,0,0,1,2,1,1,0,1,1,0
94,5.87,3,1,0,4,8,1,0,0,0,0,0
94,8.35,3,1,0,4,5,0,0,0,0,0,0
65,6.61,2,1,0,2,6,0,0,0,0,0,0
82,4.74,1,1,0,3,8,1,0,1,0,0,0
49,8.48,2,1,0,2,3,1,1,0,0,0,0
69,3.91,0,0,0,4,4,0,0,1,0,1,0
89,3.8,1,1,0,3,8,1,0,1,0,0,0
57,6.04,3,1,0,2,1,1,1,0,0,0,0
56,4.09,7,1,0,2,4,1,1,1,1,0,0
65,2.07,5,1,0,3,5,1,0,1,1,0,0
47,7.19,5,0,0,2,8,1,1,0,1,1,0
86,6.09,6,0,0,3,4,0,0,0,1,1,0
79,5.56,7,1,0,1,4,1,0,0,1,0,0
88,9.74,4,1,0,3,1,1,0,0,1,0,0
51,6.57,6,1,0,2,8,1,1,0,1,0,0
66,8.91,1,1,0,1,5,0,0,0,0,0,0
47,3.12,3,1,0,4,3,0,1,1,0,0,0
64,6.55,1,1,0,4,1,0,0,0,0,0,0
85,8.94,1,0,1,4,7,1,0,0,0,1,1
43,6.66,5,1,0,2,5,1,1,0,1,0,0
72,7.74,2,1,0,1,5,0,0,0,0,0,0
40,4.98,0,0,0,3,4,1,1,1,0,1,0
58,2.74,4,1,0,4,2,1,1,1,1,0,0
70,5.66,3,1,1,4,2,0,0,0,0,0,1
55,5.16,1,1,0,1,8,1,1,0,0,0,0
53,8.94,4,0,0,1,3,1,1,0,1,1,0
92,3.95,1,1,0,1,4,1,0,1,0,0,0
87,9.73,7,0,0,2,2,1,0,0,1,1,0
44,9.67,5,0,1,1,1,1,1,0,1,1,1
80,3.98,0,1,0,3,8,0,0,1,0,0,0
65,4.78,5,1,0,3,3,1,0,1,1,0,0
67,9.16,4,1,1,4,4,1,0,0,1,0,1
41,9.73,3,1,0,3,6,1,1,0,0,0,0
89,5.55,1,1,0,1,1,0,0,0,0,0,0
45,4.57,0,1,0,3,2,1,1,1,0,0,0
48,6.21,7,1,0,4,2,1,1,0,1,0,0
72,7.5,5,1,0,2,2,0,0,0,1,0,0
80,4.19,7,1,0,3,2,1,0,1,1,0,0
64,7.89,4,1,0,4,5,1,0,0,1,0,0
87,2.41,5,0,1,4,6,1,0,1,1,1,1
52,2.39,1,1,0,1,3,1,1,1,0,0,0
48,5.09,1,1,0,4,3,1,1,0,0,0,0
92,4.83,7,1,0,3,2,1,0,1,1,0,0
52,4.53,3,1,0,4,3,1,1,1,0,0,0
70,5.93,0,0,0,4,6,1,0,0,0,1,0
80,4.57,2,1,1,1,1,1,0,1,0,0,1
50,3.54,5,1,0,1,1,1,1,1,1,0,0
43,4.48,1,0,1,3,7,1,1,1,0,1,1
73,9.8,4,1,0,4,3,1,0,0,1,0,0
77,5.29,5,1,0,2,2,1,0,0,1,0,0
85,5.56,3,1,0,4,4,0,0,0,0,0,0
43,6.61,3,1,0,2,6,1,1,0,0,0,0
77,9.87,1,1,0,3,2,0,0,0,0,0,0
58,3.93,1,1,0,1,5,1,1,1,0,0,0
45,7.45,7,1,0,3,8,1,1,0,1,0,0
73,7.73,1,1,1,1,4,1,0,0,0,0,1
57,6.86,7,1,0,1,6,0,1,0,1,0,0
52,2.71,6,1,0,4,5,1,1,1,1,0,0
80,7.41,2,1,0,4,3,1,0,0,0,0,0
62,2.51,1,1,0,1,5,1,0,1,0,0,0
58,6.77,5,1,0,2,3,1,1,0,1,0,0
84,7.92,5,1,0,2,5,1,0,0,1,0,0
50,3.69,7,1,0,4,4,1,1,1,1,0,0
40,8.73,6,0,0,3,5,1,1,0,1,1,0
63,2.24,6,0,1,2,2,1,0,1,1,1,1
93,8.75,0,0,1,1,3,1,0,0,0,1,1
46,5.68,4,0,0,4,1,1,1,0,1,1,0
64,3.74,1,1,0,4,5,0,0,1,0,0,0
60,3.07,7,0,0,1,3,1,0,1,1,1,0
54,9.63,5,1,0,3,1,1,1,0,1,0,0
40,2.58,6,0,0,1,3,1,1,1,1,1,0
51,3.59,5,1,0,3,8,1,1,1,1,0,0
97,4.78,5,1,0,4,7,1,0,1,1,0,0
46,6.96,6,0,0,3,3,0,1,0,1,1,0
54,6.36,2,1,0,1,8,1,1,0,0,0,0
60,3.01,6,0,0,4,1,1,0,1,1,1,0
58,4.32,6,1,0,2,1,1,1,1,1,0,0
99,3.91,4,1,0,4,4,0,0,1,1,0,0
68,3.71,7,1,0,1,6,1,0,1,1,0,0
64,5.29,7,0,0,1,7,1,0,0,1,1,0
72,7.63,6,1,1,4,5,1,0,0,1,0,1
88,3.74,3,1,0,4,5,1,0,1,0,0,0
71,4.93,7,1,0,4,7,1,0,1,1,0,0
88,5.13,7,1,1,3,3,1,0,0,1,0,1
74,9.81,7,1,0,2,7,1,0,0,1,0,0
83,9.64,6,1,1,3,2,1,0,0,1,0,1
77,8.4,5,0,0,1,8,1,0,0,1,1,0
65,3.93,1,0,0,4,2,1,0,1,0,1,0
50,2.54,5,1,0,3,6,1,1,1,1,0,0
74,4.54,4,0,0,3,3,1,0,1,1,1,0
47,4.13,3,0,0,1,4,1,1,1,0,1,0
85,6.05,6,0,0,3,1,1,0,0,1,1,0
53,8.22,2,1,0,1,3,1,1,0,0,0,0
49,8.87,0,1,0,3,8,0,1,0,0,0,0
41,8.76,6,1,0,2,5,1,1,0,1,0,0
85,4.88,1,0,0,1,2,1,0,1,0,1,0
48,7.5,0,1,0,2,8,1,1,0,0,0,0
42,4.5,2,1,0,3,2,1,1,1,0,0,0
60,2.49,4,1,0,2,2,1,0,1,1,0,0
65,7.61,4,1,0,2,4,1,0,0,1,0,0
47,2.08,2,1,0,2,5,1,1,1,0,0,0
87,5.27,5,1,0,3,4,1,0,0,1,0,0
41,4.64,2,0,0,1,1,1,1,1,0,1,0
45,7.55,7,0,0,3,3,1,1,0,1,1,0
67,8.13,7,0,0,3,3,1,0,0,1,1,0
92,4.43,6,1,0,3,7,1,0,1,1,0,0
68,8.49,1,0,0,1,2,1,0,0,0,1,0
65,4.35,7,1,0,4,7,1,0,1,1,0,0
64,5.57,3,0,0,3,2,1,0,0,0,1,0
51,7.82,6,1,0,3,1,1,1,0,1,0,0
44,7.54,6,1,0,1,8,1,1,0,1,0,0
73,9.9,6,1,0,4,4,1,0,0,1,0,0
87,3.8,0,1,0,4,6,1,0,1,0,0,0
76,7.3,0,0,1,4,6,1,0,0,0,1,1
54,6.88,4,1,0,4,6,0,1,0,1,0,0
83,9.32,6,0,0,1,5,0,0,0,1,1,0
75,3.25,5,1,0,1,1,1,0,1,1,0,0
54,8.01,7,1,1,4,3,1,1,0,1,0,1
82,6.55,4,0,0,2,3,1,0,0,1,1,0
87,4.2,1,0,0,1,4,1,0,1,0,1,0
62,5.8,2,1,0,2,7,0,0,0,0,0,0
45,4.67,0,1,0,2,1,1,1,1,0,0,0
85,6.63,6,1,0,4,5,1,0,0,1,0,0
89,9.11,1,1,0,4,1,0,0,0,0,0,0
83,6.55,4,1,0,3,1,0,0,0,1,0,0
98,7.05,4,0,0,2,4,1,0,0,1,1,0
82,6.15,0,1,0,3,8,1,0,0,0,0,0
84,2.41,4,0,0,4,5,1,0,1,1,1,0
60,3.86,5,1,0,2,6,1,0,1,1,0,0
62,5.94,4,1,0,1,3,1,0,0,1,0,0
82,4.48,3,0,1,3,8,1,0,1,0,1,1
94,3.45,7,1,0,4,2,1,0,1,1,0,0
55,6.03,2,1,0,2,7,1,1,0,0,0,0
86,4.58,4,1,1,4,6,1,0,1,1,0,1
92,4.06,7,0,0,3,5,0,0,1,1,1,0
99,5.71,7,0,0,4,3,1,0,0,1,1,0
54,3.07,3,1,0,4,6,1,1,1,0,0,0
64,9.42,1,1,1,1,8,1,0,0,0,0,1
75,8.94,4,1,0,4,8,1,0,0,1,0,0
50,7.66,5,0,0,2,4,1,1,0,1,1,0
90,2.85,1,1,0,2,7,1,0,1,0,0,0
54,8.21,7,1,1,1,5,1,1,0,1,0,1
43,8.46,7,1,0,2,5,1,1,0,1,0,0
60,8.14,6,1,1,4,3,1,0,0,1,0,1
52,2.91,4,1,0,4,3,1,1,1,1,0,0
61,7.15,0,1,0,2,1,0,0,0,0,0,0
58,8.67,3,1,0,3,8,1,1,0,0,0,0
73,6.62,3,1,0,4,1,0,0,0,0,0,0
53,7.17,0,1,0,2,5,1,1,0,0,0,0
43,5.67,2,1,1,4,2,1,1,0,0,0,1
87,6.23,7,1,0,4,4,1,0,0,1,0,0
92,2.28,6,0,1,1,3,1,0,1,1,1,1
91,7.11,5,0,0,2,1,1,0,0,1,1,0
85,2.65,3,0,0,4,4,1,0,1,0,1,0
66,5.48,1,0,0,3,7,0,0,0,0,1,0
68,4.34,7,0,0,2,6,0,0,1,1,1,0
86,6.36,5,1,0,3,6,1,0,0,1,0,0
67,3.07,3,1,0,2,8,1,0,1,0,0,0
74,7.53,6,1,0,3,5,1,0,0,1,0,0
47,8.36,2,0,0,3,3,1,1,0,0,1,0
55,3.31,6,0,0,2,8,1,1,1,1,1,0
81,2.83,1,1,1,1,6,1,0,1,0,0,1
75,3.16,6,1,0,1,7,1,0,1,1,0,0
69,9.02,5,1,0,2,3,1,0,0,1,0,0
57,6.23,7,1,0,4,1,1,1,0,1,0,0
41,5.74,1,1,0,2,6,1,1,0,0,0,0
88,2.85,7,1,0,2,2,1,0,1,1,0,0
52,7.2,0,1,1,4,6,1,1,0,0,0,1
43,8.94,4,1,0,2,3,1,1,0,1,0,0
65,8.63,0,1,0,2,2,0,0,0,0,0,0
64,7.01,5,1,0,4,4,1,0,0,1,0,0
69,2.6,4,1,0,4,6,1,0,1,1,0,0
50,2.9,0,0,0,1,3,1,1,1,0,1,0
46,2.39,4,1,0,3,6,1,1,1,1,0,0
70,4.06,3,1,0,3,6,1,0,1,0,0,0
83,3.09,6,1,1,1,3,1,0,1,1,0,1
49,4.08,1,1,0,1,2,1,1,1,0,0,0
78,5.08,4,1,0,3,1,1,0,0,1,0,0
52,9.54,3,1,0,1,7,1,1,0,0,0,0
70,6.88,6,1,0,2,6,1,0,0,1,0,0
46,8.68,6,0,0,1,5,0,1,0,1,1,0
95,7.68,2,1,0,1,4,1,0,0,0,0,0
88,2.9,7,0,1,1,3,1,0,1,1,1,1
81,7.89,0,0,0,1,6,1,0,0,0,1,0
81,4.2,2,1,0,3,7,1,0,1,0,0,0
95,7.11,7,0,0,4,1,1,0,0,1,1,0
75,4.73,7,1,0,3,3,1,0,1,1,0,0
59,9.98,5,0,1,3,8,1,1,0,1,1,1
43,4.11,3,0,1,4,6,1,1,1,0,1,1
93,4.23,2,1,1,3,4,1,0,1,0,0,1
46,9.45,2,1,0,2,5,1,1,0,0,0,0
93,2.2,7,1,0,4,3,1,0,1,1,0,0
40,7.57,6,1,0,2,6,1,1,0,1,0,0
83,7.8,3,1,0,3,2,0,0,0,0,0,0
95,8.69,6,1,0,3,1,1,0,0,1,0,0
84,9.8,1,1,1,4,5,1,0,0,0,0,1
81,9.8,4,1,0,3,3,0,0,0,1,0,0
86,2.52,5,1,1,1,6,1,0,1,1,0,1
98,8.57,5,0,1,2,5,1,0,0,1,1,1
52,7.17,0,1,1,2,2,0,1,0,0,0,1
94,7.18,6,1,0,1,3,1,0,0,1,0,0
61,3.03,4,1,0,4,8,1,0,1,1,0,0
93,7.2,7,1,0,4,5,0,0,0,1,0,0
60,9.86,0,1,0,1,3,0,0,0,0,0,0
61,9.29,5,1,0,1,8,1,0,0,1,0,0
67,5.51,4,1,0,2,3,1,0,0,1,0,0
48,2.32,2,0,0,1,5,1,1,1,0,1,0
65,4.9,1,0,0,1,3,1,0,1,0,1,0
48,8.61,7,1,0,1,2,0,1,0,1,0,0
54,7.61,2,1,1,3,5,1,1,0,0,0,1
49,5.67,1,0,0,1,6,1,1,0,0,1,0
63,2.44,7,0,0,3,7,1,0,1,1,1,0
97,5.42,6,1,0,2,5,1,0,0,1,0,0
96,5.75,3,1,0,2,2,0,0,0,0,0,0
81,9.43,0,1,0,4,2,0,0,0,0,0,0
47,7.13,0,1,0,2,2,1,1,0,0,0,0
63,4.49,3,0,1,4,8,1,0,1,0,1,1
55,6.2,4,1,0,3,6,1,1,0,1,0,0
88,2.53,3,0,0,1,6,1,0,1,0,1,0
65,9.78,6,0,0,2,7,1,0,0,1,1,0
66,4.88,5,1,0,1,7,1,0,1,1,0,0
76,5.82,3,1,0,4,3,0,0,0,0,0,0
43,4.84,1,0,0,3,3,1,1,1,0,1,0
89,7.46,5,0,1,2,4,1,0,0,1,1,1
63,7.3,3,1,0,1,7,0,0,0,0,0,0
58,7.72,0,1,0,4,7,1,1,0,0,0,0
75,4.15,2,0,0,1,3,1,0,1,0,1,0
99,4.53,1,1,0,2,2,1,0,1,0,0,0
78,3.0,6,0,0,1,4,1,0,1,1,1,0
49,7.24,1,1,0,3,7,0,1,0,0,0,0
64,2.32,7,1,0,2,2,1,0,1,1,0,0
57,6.78,4,1,0,4,1,1,1,0,1,0,0
58,8.96,2,1,0,2,8,1,1,0,0,0,0
75,9.13,1,1,0,4,7,0,0,0,0,0,0
49,5.59,7,1,0,4,6,1,1,0,1,0,0
72,5.67,3,0,0,2,5,1,0,0,0,1,0
94,2.62,1,0,0,4,1,0,0,1,0,1,0
89,7.37,1,1,0,2,6,0,0,0,0,0,0
44,8.57,1,0,0,3,6,1,1,0,0,1,0
86,3.96,4,1,0,3,8,1,0,1,1,0,0
88,5.37,1,1,0,1,2,0,0,0,0,0,0
74,8.71,1,1,0,3,3,0,0,0,0,0,0
83,9.02,4,1,0,4,5,1,0,0,1,0,0
73,3.95,7,1,1,1,3,1,0,1,1,0,1
72,6.4,5,1,0,1,3,1,0,0,1,0,0
94,3.54,2,0,0,2,7,1,0,1,0,1,0
60,2.82,7,1,1,1,5,1,0,1,1,0,1
56,9.29,6,0,1,2,5,1,1,0,1,1,1
61,8.56,5,0,0,1,1,1,0,0,1,1,0
87,8.08,0,1,0,3,2,0,0,0,0,0,0
76,2.39,4,0,0,2,3,1,0,1,1,1,0
54,8.75,4,0,0,4,8,1,1,0,1,1,0
74,5.5,1,0,0,1,2,1,0,0,0,1,0
67,4.74,1,1,1,3,2,1,0,1,0,0,1
46,6.37,6,1,0,3,8,1,1,0,1,0,0
71,2.73,0,0,0,2,7,1,0,1,0,1,0
50,8.05,1,1,0,2,4,1,1,0,0,0,0
49,6.66,3,0,0,2,1,1,1,0,0,1,0
48,3.49,1,1,0,4,3,1,1,1,0,0,0
53,3.51,1,1,0,4,6,1,1,1,0,0,0
52,3.47,3,1,0,4,5,1,1,1,0,0,0
96,2.46,0,1,0,1,5,1,0,1,0,0,0
64,6.7,3,1,1,4,2,1,0,0,0,0,1
41,8.72,4,0,1,2,8,1,1,0,1,1,1
74,2.14,3,1,0,3,1,1,0,1,0,0,0
46,2.39,2,0,1,3,1,1,1,1,0,1,1
60,6.58,4,1,0,2,3,1,0,0,1,0,0
57,8.56,1,0,0,4,3,1,1,0,0,1,0
42,4.61,6,1,0,4,2,1,1,1,1,0,0
81,4.8,4,0,0,2,2,1,0,1,1,1,0
93,6.77,0,0,0,3,2,1,0,0,0,1,0
78,4.19,0,1,0,1,4,1,0,1,0,0,0
80,2.21,3,1,0,3,1,0,0,1,0,0,0
88,7.88,4,1,0,4,2,1,0,0,1,0,0
50,7.01,1,1,0,3,7,0,1,0,0,0,0
78,6.65,0,1,0,4,1,0,0,0,0,0,0
